client_id,age,job,marital,education,credit_default,housing,loan,contact,month,day,duration,campaign,pdays,previous,poutcome,emp_var_rate,cons_price_idx,cons_conf_idx,euribor3m,nr_employed,y
2331,92,unknown,unknown,basic.4y,unknown,unknown,unknown,telephone,may,17,797,9,586,477,nonexistent,-2,93,-41,1,5057,yes
2332,75,admin.,single,unknown,no,no,yes,cellular,sep,13,614,2,736,747,failure,1,92,-36,1,5355,no
2333,89,admin.,single,basic.9y,no,unknown,no,cellular,sep,9,837,9,946,592,nonexistent,-3,92,-35,0,5988,no
2334,42,unemployed,unknown,basic.4y,unknown,yes,no,cellular,mar,16,148,4,306,76,success,0,94,-31,0,5842,yes
2335,73,unemployed,unknown,basic.4y,no,yes,no,cellular,sep,27,674,1,741,722,nonexistent,-1,94,-32,1,5897,yes
2336,36,unemployed,single,basic.9y,unknown,no,no,cellular,mar,6,295,2,241,279,failure,2,93,-42,3,5398,no
2337,53,blue-collar,unknown,unknown,yes,no,unknown,telephone,may,20,530,6,552,764,nonexistent,-3,94,-33,0,5530,no
2338,49,unemployed,married,unknown,yes,yes,yes,telephone,mar,27,889,4,720,945,failure,1,93,-41,4,5946,no
2339,94,admin.,unknown,basic.4y,unknown,yes,unknown,telephone,sep,30,223,3,261,810,success,-1,93,-44,3,5039,yes
2340,65,unknown,married,basic.9y,unknown,unknown,no,cellular,sep,1,158,7,560,463,failure,0,94,-37,4,5060,no
2341,23,admin.,married,basic.9y,yes,yes,unknown,cellular,may,1,47,2,319,260,success,1,93,-37,0,5090,no
2342,31,unemployed,single,unknown,no,unknown,unknown,cellular,may,28,744,3,357,812,failure,1,94,-32,2,5104,no
2343,56,unknown,unknown,basic.9y,unknown,yes,unknown,telephone,sep,2,506,1,751,304,success,-2,93,-48,1,5097,yes
2344,24,blue-collar,single,basic.9y,unknown,yes,unknown,telephone,may,15,751,3,949,39,failure,-1,93,-36,3,5287,no
2345,30,blue-collar,married,basic.9y,yes,unknown,yes,telephone,mar,3,603,7,376,113,failure,-2,94,-37,0,5602,no
2346,77,unknown,married,basic.9y,yes,yes,yes,cellular,sep,2,522,2,105,786,nonexistent,2,93,-41,3,5654,no
2347,21,unknown,married,basic.4y,unknown,unknown,yes,telephone,mar,21,715,6,934,946,failure,0,92,-47,4,5200,yes
2348,69,blue-collar,unknown,basic.4y,no,unknown,unknown,telephone,mar,10,189,6,16,285,failure,-3,94,-38,4,5660,no
2349,43,unemployed,married,unknown,yes,unknown,yes,telephone,may,9,485,8,965,893,failure,1,92,-40,3,5145,yes
2350,66,unemployed,married,basic.4y,unknown,yes,no,cellular,mar,9,685,1,723,899,nonexistent,-3,92,-38,1,5997,no
2351,65,unemployed,married,basic.4y,unknown,yes,no,cellular,mar,3,3,9,876,540,failure,-3,93,-40,0,5460,yes
2352,83,unknown,married,basic.4y,no,no,unknown,cellular,mar,5,657,8,738,924,nonexistent,0,93,-47,1,5820,no
2353,29,unemployed,single,unknown,yes,unknown,yes,telephone,sep,13,448,3,785,80,success,2,92,-43,2,5166,yes
2354,39,unknown,unknown,basic.9y,unknown,no,unknown,telephone,may,24,825,3,528,148,failure,0,92,-34,0,5144,no
2355,63,blue-collar,unknown,basic.4y,unknown,yes,yes,cellular,mar,9,246,6,323,32,success,-2,93,-38,4,5742,no
2356,68,unknown,married,basic.9y,yes,unknown,yes,cellular,sep,30,505,8,861,133,failure,1,93,-47,1,5439,no
2357,27,admin.,married,unknown,unknown,no,yes,telephone,sep,26,372,2,339,912,failure,2,93,-34,4,5002,yes
2358,44,admin.,unknown,basic.9y,unknown,unknown,yes,cellular,may,6,673,6,399,493,success,0,94,-47,1,5629,yes
2359,95,blue-collar,single,basic.4y,no,yes,unknown,cellular,mar,14,900,6,846,41,failure,-3,92,-38,4,5950,no
2360,50,unemployed,married,basic.9y,yes,yes,yes,cellular,may,9,944,3,355,891,success,1,93,-48,2,5219,yes
2361,93,unknown,unknown,unknown,unknown,yes,yes,telephone,may,4,202,5,84,357,nonexistent,0,94,-44,2,5067,yes
2362,36,blue-collar,single,unknown,no,yes,unknown,cellular,sep,14,290,5,192,949,success,0,93,-33,2,5854,no
2363,19,unknown,married,basic.4y,yes,unknown,yes,telephone,sep,5,612,9,420,297,failure,1,93,-37,2,5259,yes
2364,36,blue-collar,single,basic.4y,yes,no,yes,telephone,sep,10,235,1,853,26,success,-2,92,-49,2,5718,no
2365,20,unknown,married,unknown,no,yes,no,cellular,mar,16,947,3,443,361,nonexistent,-3,93,-42,2,5275,no
2366,50,unemployed,unknown,basic.9y,yes,no,yes,cellular,may,14,530,3,344,240,nonexistent,-2,92,-48,2,5895,yes
2367,93,blue-collar,married,basic.9y,yes,no,no,cellular,may,26,383,5,672,754,success,-2,92,-39,1,5658,yes
2368,73,admin.,unknown,basic.4y,no,yes,yes,cellular,may,22,115,8,178,948,failure,2,94,-36,0,5404,yes
2369,67,admin.,unknown,basic.4y,yes,yes,yes,cellular,mar,7,684,2,747,645,success,0,92,-42,1,5108,yes
2370,54,unemployed,unknown,unknown,yes,unknown,unknown,cellular,mar,25,741,9,792,877,failure,1,94,-50,1,5949,no
2371,48,unknown,married,unknown,yes,no,unknown,cellular,mar,27,614,3,413,100,success,-2,92,-37,1,5083,no
2372,98,unemployed,unknown,basic.4y,no,no,no,cellular,may,3,969,7,941,148,success,-2,93,-36,4,5531,no
2373,61,unemployed,single,basic.4y,no,unknown,unknown,telephone,may,19,387,3,38,790,success,-1,92,-36,0,5502,yes
2374,98,blue-collar,single,basic.4y,yes,yes,yes,cellular,mar,2,105,2,342,186,success,2,92,-41,2,5146,no
2375,20,unemployed,married,basic.9y,no,unknown,no,telephone,mar,6,375,7,33,755,failure,-1,93,-50,2,5787,no
2376,64,unemployed,married,basic.4y,unknown,no,no,telephone,mar,26,746,6,703,775,success,-1,92,-35,3,5837,no
2377,56,blue-collar,unknown,basic.9y,no,unknown,yes,cellular,may,17,71,5,797,312,nonexistent,-3,92,-44,0,5531,no
2378,63,unemployed,single,basic.9y,yes,yes,no,telephone,sep,30,225,4,169,366,failure,-2,92,-49,2,5817,yes
2379,86,blue-collar,unknown,unknown,unknown,yes,unknown,cellular,may,4,793,8,314,341,failure,2,94,-35,3,5821,yes
2380,40,unemployed,married,basic.4y,yes,no,no,cellular,sep,24,559,1,549,9,success,1,93,-47,3,5520,no
2381,98,unemployed,unknown,basic.4y,unknown,yes,no,telephone,mar,8,789,2,269,294,nonexistent,2,93,-39,1,5874,yes
2382,59,unemployed,married,basic.4y,yes,no,unknown,telephone,may,20,955,3,531,380,failure,-3,94,-34,0,5144,no
2383,78,unknown,single,basic.9y,no,unknown,unknown,telephone,sep,25,855,5,388,233,failure,-3,94,-33,2,5586,no
2384,54,blue-collar,unknown,basic.4y,yes,yes,yes,cellular,may,6,166,8,196,784,success,1,93,-39,4,5719,yes
2385,78,unemployed,single,unknown,unknown,yes,yes,cellular,sep,18,222,4,872,827,success,-1,92,-46,4,5010,yes
2386,29,unknown,unknown,basic.9y,no,no,unknown,cellular,mar,10,84,9,479,635,success,1,94,-46,2,5832,no
2387,44,admin.,married,unknown,unknown,no,yes,cellular,may,15,257,7,573,327,nonexistent,-3,94,-44,2,5617,yes
2388,77,unemployed,single,unknown,unknown,no,yes,telephone,sep,13,649,4,174,241,success,0,93,-49,4,5257,no
2389,28,admin.,married,unknown,unknown,unknown,unknown,telephone,may,27,738,9,90,196,failure,-2,93,-39,0,5867,no
2390,87,unknown,single,basic.4y,yes,no,yes,telephone,mar,4,315,1,179,578,failure,-3,93,-38,2,5412,yes
2391,46,admin.,unknown,basic.9y,yes,no,unknown,cellular,may,26,439,2,6,612,nonexistent,-1,94,-39,0,5985,no
2392,83,unemployed,married,unknown,unknown,no,unknown,cellular,mar,17,540,1,150,165,nonexistent,-1,94,-42,3,5906,yes
2393,65,blue-collar,single,basic.4y,yes,no,unknown,cellular,may,26,783,3,520,532,nonexistent,-1,92,-43,3,5999,yes
2394,38,admin.,unknown,unknown,unknown,yes,unknown,telephone,may,3,836,9,706,320,success,2,92,-40,2,5732,yes
2395,87,unemployed,unknown,basic.4y,unknown,no,yes,telephone,mar,10,39,3,255,377,success,-3,92,-40,3,5673,no
2396,76,unemployed,single,basic.9y,yes,yes,yes,telephone,may,19,867,7,878,178,failure,-2,93,-40,2,5998,yes
2397,30,unknown,single,unknown,no,no,yes,telephone,may,22,122,5,33,212,nonexistent,-1,94,-45,2,5298,no
2398,39,unknown,single,unknown,unknown,no,unknown,telephone,may,6,423,3,952,684,failure,-3,93,-48,3,5310,yes
2399,33,blue-collar,single,basic.4y,yes,unknown,no,cellular,sep,19,500,9,656,726,nonexistent,-3,93,-32,3,5608,no
2400,79,unemployed,unknown,basic.4y,no,unknown,no,cellular,may,12,113,7,786,879,failure,-3,92,-43,4,5863,no
2401,19,blue-collar,single,unknown,yes,no,no,telephone,may,2,664,4,341,962,failure,-1,92,-49,2,5520,yes
2402,98,blue-collar,unknown,unknown,yes,unknown,yes,telephone,mar,13,385,8,428,815,success,-1,93,-32,1,5056,yes
2403,63,unknown,married,unknown,yes,yes,unknown,cellular,sep,21,627,8,273,204,nonexistent,-1,94,-41,0,5330,no
2404,79,admin.,unknown,unknown,no,no,no,telephone,sep,1,834,5,780,517,success,1,92,-39,2,5498,no
2405,86,blue-collar,unknown,basic.4y,unknown,no,unknown,telephone,mar,6,44,3,626,812,nonexistent,1,94,-31,3,5449,no
2406,46,blue-collar,unknown,basic.4y,unknown,yes,yes,cellular,sep,12,969,3,889,57,success,1,94,-44,1,5940,no
2407,95,blue-collar,single,basic.9y,no,no,yes,telephone,may,6,578,9,383,53,failure,0,93,-39,1,5880,yes
2408,32,blue-collar,single,unknown,unknown,unknown,yes,telephone,mar,15,343,8,257,317,nonexistent,-2,93,-32,0,5369,yes
2409,99,unknown,married,basic.4y,yes,no,unknown,cellular,may,4,421,5,899,903,nonexistent,-1,94,-43,2,5717,no
2410,22,admin.,unknown,unknown,unknown,unknown,no,cellular,sep,22,561,3,637,829,success,0,93,-37,3,5730,no
2411,53,admin.,married,unknown,yes,no,yes,cellular,mar,19,137,2,743,900,success,-1,93,-33,3,5778,yes
2412,55,unknown,unknown,unknown,yes,no,yes,telephone,may,25,211,6,772,206,success,-3,92,-38,1,5301,yes
2413,59,admin.,married,basic.9y,yes,no,unknown,telephone,may,22,874,9,162,264,failure,-3,92,-40,1,5748,yes
2414,83,unknown,unknown,basic.9y,unknown,yes,yes,cellular,mar,26,659,5,757,869,success,2,94,-48,0,5237,yes
2415,28,admin.,unknown,unknown,unknown,unknown,yes,cellular,sep,11,237,1,849,780,failure,1,93,-45,3,5316,yes
2416,30,blue-collar,single,basic.4y,unknown,no,no,telephone,may,5,156,3,142,436,nonexistent,-3,93,-49,1,5181,yes
2417,50,unemployed,single,unknown,unknown,no,yes,cellular,may,12,52,2,383,966,nonexistent,0,94,-38,1,5980,no
2418,87,admin.,married,basic.9y,unknown,no,yes,cellular,sep,5,823,6,784,477,failure,-3,93,-38,1,5691,yes
2419,34,blue-collar,married,unknown,unknown,no,unknown,telephone,may,12,930,7,873,119,success,-3,94,-47,2,5581,yes
2420,42,admin.,married,basic.4y,no,no,yes,telephone,may,5,281,5,498,610,success,1,92,-46,4,5090,yes
2421,65,blue-collar,single,basic.4y,yes,unknown,no,telephone,may,11,832,8,620,787,failure,-2,92,-35,1,5926,no
2422,41,unemployed,married,basic.9y,no,no,no,cellular,mar,28,170,1,500,382,failure,0,93,-39,4,5855,yes
2423,56,admin.,married,unknown,yes,no,unknown,cellular,sep,4,888,1,757,254,failure,0,93,-37,0,5976,no
2424,83,unemployed,married,unknown,no,yes,yes,cellular,may,9,316,1,100,970,nonexistent,2,94,-42,2,5239,no
2425,32,unknown,married,basic.4y,yes,unknown,unknown,telephone,may,25,802,7,394,91,success,-3,94,-46,2,5255,yes
2426,85,unemployed,married,basic.4y,no,no,unknown,cellular,sep,16,567,9,503,102,nonexistent,1,92,-33,0,5203,yes
2427,59,unknown,single,basic.9y,no,no,no,telephone,may,10,569,5,408,868,success,0,94,-47,0,5623,yes
2428,44,unknown,unknown,unknown,unknown,no,unknown,cellular,sep,14,553,2,76,490,failure,2,92,-50,3,5419,yes
2429,73,unknown,married,basic.4y,yes,yes,unknown,cellular,may,10,134,7,588,512,success,-3,93,-47,3,5295,yes
2430,19,admin.,unknown,basic.4y,yes,yes,no,cellular,sep,8,879,2,155,274,failure,-3,92,-38,4,5950,yes
2431,54,unemployed,unknown,basic.9y,no,no,yes,telephone,sep,26,431,6,252,761,nonexistent,1,93,-46,4,5404,no
2432,37,blue-collar,unknown,basic.9y,no,unknown,no,telephone,sep,30,369,3,853,798,success,1,93,-37,0,5699,no
2433,34,unemployed,unknown,basic.9y,yes,yes,no,telephone,mar,17,662,4,97,161,success,0,94,-36,2,5193,no
2434,68,unknown,single,basic.4y,yes,unknown,yes,telephone,may,24,387,2,919,15,success,0,93,-40,0,5817,yes
2435,91,blue-collar,unknown,basic.9y,unknown,no,unknown,cellular,mar,13,855,5,53,897,failure,-1,94,-40,1,5678,no
2436,95,blue-collar,unknown,basic.9y,unknown,yes,yes,cellular,sep,19,222,7,400,92,failure,2,93,-40,1,5974,yes
2437,50,unknown,married,unknown,unknown,yes,yes,cellular,mar,18,914,8,825,559,success,2,93,-37,3,5327,yes
2438,31,blue-collar,single,unknown,yes,no,unknown,telephone,mar,22,567,9,315,211,nonexistent,-1,92,-48,1,5334,yes
2439,82,unknown,unknown,unknown,no,yes,yes,telephone,mar,21,554,9,701,739,nonexistent,1,94,-43,1,5701,no
2440,30,blue-collar,unknown,unknown,unknown,unknown,yes,cellular,may,15,959,2,337,52,success,1,93,-36,1,5004,yes
2441,35,unknown,single,basic.9y,unknown,yes,no,telephone,mar,13,851,1,584,696,failure,-1,93,-47,1,5581,yes
2442,21,blue-collar,married,basic.9y,unknown,no,unknown,telephone,sep,12,157,9,871,831,nonexistent,-3,93,-47,4,5642,no
2443,26,unemployed,married,unknown,no,no,yes,cellular,mar,27,998,3,42,608,failure,1,94,-42,4,5798,yes
2444,62,unemployed,unknown,basic.9y,no,no,yes,telephone,mar,17,979,1,728,369,success,2,93,-39,4,5615,yes
2445,68,unemployed,unknown,basic.4y,yes,unknown,unknown,telephone,may,14,223,8,933,992,nonexistent,-3,93,-42,0,5547,yes
2446,70,unemployed,married,basic.9y,unknown,yes,yes,cellular,mar,11,142,9,510,191,success,-1,93,-50,1,5482,no
2447,66,admin.,married,basic.4y,unknown,no,yes,telephone,sep,10,120,7,985,387,nonexistent,-1,94,-46,2,5849,yes
2448,60,admin.,married,basic.9y,no,yes,unknown,telephone,mar,1,772,6,682,259,failure,-2,93,-40,3,5190,no
2449,56,admin.,single,basic.4y,no,no,no,cellular,sep,18,953,9,573,767,success,2,93,-44,2,5459,yes
2450,91,admin.,married,basic.4y,yes,yes,unknown,telephone,may,24,940,9,473,905,nonexistent,2,94,-45,3,5613,yes
2451,69,blue-collar,single,basic.4y,no,yes,unknown,cellular,mar,1,735,8,961,484,failure,1,94,-44,4,5200,no
2452,45,blue-collar,unknown,basic.4y,no,unknown,unknown,telephone,mar,21,379,7,465,215,nonexistent,-2,94,-35,3,5455,yes
2453,29,blue-collar,married,basic.4y,unknown,unknown,no,telephone,may,17,544,3,287,269,failure,-2,92,-40,1,5931,no
2454,37,admin.,single,basic.4y,yes,unknown,yes,telephone,sep,10,23,2,503,454,failure,0,93,-36,2,5729,yes
2455,25,unemployed,single,basic.4y,unknown,no,no,cellular,mar,26,101,3,692,106,nonexistent,-3,92,-38,0,5307,no
2456,38,unemployed,unknown,basic.9y,unknown,no,yes,cellular,sep,19,709,2,457,413,failure,1,93,-49,2,5322,no
2457,23,admin.,unknown,unknown,unknown,no,yes,telephone,mar,21,801,3,981,617,success,-2,92,-39,3,5316,yes
2458,20,unemployed,single,basic.4y,no,no,no,telephone,mar,2,614,2,427,884,failure,2,93,-37,4,5156,no
2459,94,unemployed,unknown,basic.9y,no,unknown,yes,cellular,sep,9,53,1,785,968,nonexistent,-2,93,-49,0,5769,no
2460,30,blue-collar,unknown,basic.4y,no,unknown,unknown,cellular,sep,24,957,9,100,750,success,0,93,-38,2,5267,no
2461,99,unknown,married,basic.4y,unknown,unknown,no,cellular,may,2,281,3,398,56,failure,-3,94,-37,4,5759,yes
2462,57,blue-collar,single,basic.4y,unknown,no,yes,telephone,mar,11,537,3,92,474,failure,-3,94,-36,1,5116,no
2463,42,unemployed,unknown,unknown,yes,unknown,yes,cellular,mar,5,34,4,664,623,failure,0,94,-32,1,5591,yes
2464,19,admin.,unknown,basic.4y,yes,no,no,telephone,mar,21,645,5,40,8,nonexistent,1,93,-38,4,5160,yes
2465,86,blue-collar,single,basic.9y,unknown,unknown,yes,telephone,mar,22,47,6,968,892,success,0,93,-50,4,5682,no
2466,57,unemployed,single,unknown,yes,no,yes,telephone,mar,25,121,9,54,550,success,-1,93,-38,3,5264,yes
2467,85,admin.,unknown,basic.4y,unknown,unknown,no,cellular,mar,16,790,6,441,109,failure,-1,92,-39,3,5619,yes
2468,40,unemployed,married,basic.9y,no,no,no,telephone,mar,5,863,6,863,836,success,0,94,-33,4,5314,no
2469,72,unemployed,unknown,basic.9y,yes,no,yes,telephone,sep,8,414,7,467,687,nonexistent,-3,94,-37,1,5409,no
2470,52,admin.,unknown,unknown,yes,yes,unknown,cellular,sep,5,25,8,310,374,nonexistent,0,94,-42,0,5513,no
2471,74,blue-collar,married,basic.9y,no,no,yes,cellular,sep,29,0,2,728,312,success,-1,94,-39,0,5950,yes
2472,63,admin.,single,unknown,no,yes,unknown,cellular,may,28,943,6,456,479,failure,1,92,-40,2,5307,no
2473,28,unemployed,married,basic.4y,no,no,yes,telephone,may,14,96,2,774,90,success,1,94,-46,0,5254,no
2474,73,admin.,single,basic.4y,yes,no,yes,cellular,mar,30,505,9,995,516,success,2,92,-47,4,5419,no
2475,76,unknown,unknown,unknown,no,no,no,cellular,sep,9,947,3,784,89,success,-1,94,-46,2,5226,no
2476,38,admin.,unknown,basic.4y,yes,no,unknown,cellular,mar,10,569,4,583,444,success,-1,92,-33,0,5161,no
2477,40,unknown,unknown,basic.9y,no,unknown,unknown,cellular,sep,11,95,7,890,109,failure,-1,92,-33,2,5203,no
2478,53,unemployed,married,unknown,yes,no,unknown,telephone,mar,16,540,7,196,884,nonexistent,-3,92,-33,2,5685,yes
2479,53,unknown,unknown,basic.9y,yes,yes,unknown,cellular,sep,2,532,8,167,980,failure,1,92,-50,4,5476,yes
2480,80,admin.,married,basic.4y,yes,unknown,yes,cellular,mar,29,571,3,521,150,failure,-2,93,-44,4,5531,no
2481,97,admin.,single,unknown,unknown,yes,yes,telephone,mar,23,268,1,712,432,failure,-1,92,-42,0,5115,yes
2482,63,unknown,unknown,unknown,unknown,yes,yes,cellular,may,16,507,1,743,157,success,0,93,-45,0,5274,no
2483,27,admin.,single,unknown,yes,yes,no,cellular,mar,10,838,2,543,548,nonexistent,-2,94,-42,3,5049,yes
2484,80,admin.,single,basic.4y,yes,unknown,yes,cellular,may,5,833,5,645,118,success,1,93,-34,1,5168,no
2485,81,unemployed,single,unknown,yes,no,unknown,telephone,may,17,612,7,231,935,nonexistent,-3,92,-38,0,5524,yes
2486,72,admin.,unknown,basic.9y,yes,yes,unknown,telephone,may,21,842,7,145,905,failure,0,92,-43,2,5865,no
2487,60,admin.,unknown,unknown,yes,yes,yes,telephone,sep,29,93,9,325,411,success,1,92,-45,4,5148,yes
2488,82,unknown,unknown,basic.9y,yes,unknown,yes,cellular,sep,3,600,5,810,618,nonexistent,1,94,-37,2,5080,yes
2489,27,blue-collar,married,basic.4y,yes,unknown,yes,telephone,sep,7,804,8,603,926,failure,1,94,-33,3,5226,yes
2490,27,admin.,single,unknown,no,no,yes,cellular,mar,24,456,4,4,14,nonexistent,-3,92,-45,0,5426,no
2491,24,unemployed,married,basic.9y,yes,unknown,unknown,telephone,sep,23,746,3,589,470,nonexistent,-2,94,-42,1,5803,yes
2492,73,admin.,single,unknown,unknown,yes,unknown,cellular,sep,6,99,2,435,890,failure,2,94,-47,0,5163,no
2493,25,unemployed,single,basic.4y,unknown,yes,yes,cellular,sep,19,43,2,223,260,failure,-1,92,-38,4,5305,yes
2494,34,unemployed,single,unknown,unknown,unknown,yes,cellular,sep,29,310,9,620,961,failure,-1,93,-34,2,5367,no
2495,76,admin.,single,unknown,unknown,yes,yes,cellular,mar,6,177,4,955,973,nonexistent,-3,92,-33,3,5320,yes
2496,54,blue-collar,single,basic.9y,yes,no,unknown,telephone,may,11,454,2,396,356,success,1,94,-43,0,5144,no
2497,88,unknown,single,basic.9y,yes,unknown,yes,telephone,sep,17,254,5,818,259,nonexistent,0,94,-37,3,5655,no
2498,31,admin.,married,unknown,yes,no,no,cellular,mar,5,849,7,513,507,nonexistent,0,92,-37,4,5650,no
2499,54,unknown,unknown,unknown,yes,unknown,yes,telephone,mar,15,484,9,461,755,failure,-3,93,-31,4,5238,yes
2500,49,blue-collar,unknown,basic.9y,no,yes,yes,telephone,sep,28,805,6,460,517,failure,-1,94,-40,1,5033,yes
2501,73,unknown,married,basic.9y,yes,no,no,telephone,sep,16,667,5,905,285,success,0,94,-37,1,5418,yes
2502,70,unemployed,single,basic.4y,unknown,no,no,telephone,sep,9,185,5,700,153,nonexistent,-1,94,-43,3,5592,no
2503,30,blue-collar,single,basic.4y,yes,no,yes,telephone,mar,7,155,1,296,554,failure,0,93,-41,1,5926,yes
2504,49,admin.,unknown,basic.9y,yes,yes,yes,telephone,sep,16,560,4,465,623,failure,1,94,-46,2,5221,yes
2505,76,blue-collar,married,unknown,no,unknown,yes,telephone,sep,4,884,5,53,951,nonexistent,-3,93,-43,3,5112,no
2506,85,blue-collar,married,unknown,yes,yes,no,telephone,may,23,122,1,944,220,success,1,94,-32,4,5107,yes
2507,43,unemployed,married,basic.4y,no,unknown,yes,telephone,sep,4,311,8,929,583,nonexistent,-2,94,-49,0,5702,no
2508,38,unemployed,unknown,basic.9y,unknown,no,yes,cellular,may,3,19,1,590,607,success,2,93,-33,1,5551,no
2509,83,admin.,unknown,unknown,unknown,no,unknown,telephone,mar,23,455,4,353,802,success,-3,93,-46,4,5395,yes
2510,98,admin.,married,basic.9y,yes,yes,unknown,telephone,sep,21,641,2,762,189,nonexistent,-3,92,-38,2,5237,yes
2511,19,unemployed,married,unknown,yes,yes,yes,telephone,sep,30,220,6,21,506,nonexistent,-3,93,-43,3,5490,no
2512,66,unknown,unknown,unknown,unknown,unknown,unknown,cellular,may,20,605,4,621,193,success,0,94,-37,4,5039,yes
2513,51,blue-collar,single,basic.4y,yes,unknown,unknown,telephone,mar,4,118,7,918,832,success,-2,93,-35,2,5197,no
2514,28,unemployed,unknown,basic.9y,yes,unknown,yes,telephone,sep,24,465,4,187,927,success,-2,92,-34,4,5875,yes
2515,57,blue-collar,married,unknown,yes,unknown,unknown,cellular,mar,23,762,8,585,8,nonexistent,2,92,-49,0,5467,no
2516,47,unknown,single,basic.4y,no,yes,unknown,telephone,mar,2,226,8,699,720,success,-2,93,-32,4,5720,no
2517,78,unknown,married,basic.9y,yes,no,no,telephone,sep,15,929,5,910,106,success,-3,93,-36,0,5826,yes
2518,22,unknown,unknown,unknown,yes,no,yes,telephone,may,30,709,9,368,260,failure,-1,94,-33,0,5608,yes
2519,49,admin.,single,basic.9y,unknown,no,no,telephone,mar,14,436,8,818,559,nonexistent,1,94,-35,1,5493,yes
2520,27,unknown,married,unknown,no,unknown,no,cellular,may,22,916,1,193,965,failure,-3,94,-39,2,5579,yes
2521,60,admin.,single,unknown,unknown,no,no,telephone,sep,29,480,8,433,260,failure,-1,94,-49,1,5203,yes
2522,81,blue-collar,married,basic.9y,unknown,yes,no,telephone,may,12,636,8,97,720,success,-1,92,-39,0,5222,no
2523,81,admin.,single,basic.4y,yes,unknown,unknown,cellular,mar,5,737,6,260,565,success,2,92,-47,0,5498,no
2524,28,blue-collar,married,unknown,no,unknown,no,telephone,may,14,597,4,197,101,failure,-2,93,-47,2,5304,no
2525,49,unknown,unknown,unknown,unknown,yes,unknown,cellular,sep,19,85,5,750,944,failure,-2,94,-43,2,5528,yes
2526,75,admin.,single,basic.9y,yes,unknown,yes,cellular,mar,17,738,6,114,17,nonexistent,-3,93,-33,0,5479,no
2527,29,admin.,married,basic.4y,no,yes,no,cellular,may,23,275,6,281,458,nonexistent,1,93,-32,1,5968,no
2528,94,unknown,unknown,unknown,no,no,no,cellular,mar,16,278,8,502,241,success,1,94,-31,4,5176,yes
2529,58,blue-collar,unknown,basic.4y,no,yes,unknown,telephone,mar,16,848,4,935,621,failure,-1,92,-48,2,5730,yes
2530,26,admin.,married,unknown,yes,unknown,no,telephone,mar,10,303,5,451,435,success,-3,94,-45,3,5962,yes
2531,58,blue-collar,single,basic.4y,unknown,yes,unknown,telephone,mar,4,547,1,422,661,failure,0,93,-45,4,5731,no
2532,44,unknown,unknown,unknown,yes,no,yes,telephone,sep,11,719,4,728,561,failure,-2,94,-48,4,5007,no
2533,79,unemployed,unknown,basic.9y,yes,unknown,yes,telephone,mar,25,872,8,721,574,nonexistent,1,94,-46,0,5506,yes
2534,30,admin.,married,basic.4y,unknown,no,unknown,telephone,sep,3,484,4,308,797,success,1,92,-49,0,5289,no
2535,58,blue-collar,unknown,basic.9y,unknown,yes,unknown,cellular,sep,20,570,1,346,216,failure,-3,93,-32,3,5306,no
2536,82,unknown,single,unknown,unknown,unknown,no,cellular,may,22,556,4,914,543,success,2,92,-33,1,5186,no
2537,35,unemployed,single,basic.9y,no,yes,unknown,cellular,mar,7,517,8,688,336,failure,-2,92,-42,3,5751,no
2538,82,unknown,single,basic.9y,no,yes,yes,telephone,mar,21,821,2,894,530,nonexistent,-2,93,-33,0,5045,yes
2539,66,unemployed,married,basic.9y,no,unknown,unknown,telephone,mar,25,991,1,89,84,nonexistent,0,93,-49,4,5183,no
2540,60,unknown,married,unknown,yes,no,no,cellular,mar,13,266,5,567,610,nonexistent,2,94,-43,2,5095,no
2541,57,admin.,married,basic.9y,yes,no,unknown,cellular,may,17,909,8,789,662,failure,-2,94,-50,0,5405,yes
2542,25,unknown,unknown,unknown,yes,yes,unknown,cellular,may,3,872,3,133,127,nonexistent,-2,92,-50,3,5559,no
2543,69,unknown,single,basic.9y,yes,unknown,no,telephone,mar,29,966,4,129,696,failure,-1,92,-49,3,5690,yes
2544,95,blue-collar,unknown,basic.9y,no,unknown,no,telephone,may,8,18,5,916,102,failure,2,92,-44,4,5672,no
2545,63,blue-collar,married,basic.9y,no,yes,unknown,telephone,mar,6,985,8,778,833,success,-2,94,-49,3,5464,no
2546,38,blue-collar,unknown,basic.9y,yes,no,yes,cellular,sep,3,762,3,32,793,success,2,93,-49,3,5950,no
2547,87,unemployed,unknown,basic.9y,yes,no,yes,cellular,may,23,899,6,993,302,success,-3,92,-37,1,5956,no
2548,75,blue-collar,single,unknown,yes,unknown,unknown,cellular,mar,28,492,1,632,295,nonexistent,-2,94,-45,2,5260,yes
2549,85,blue-collar,unknown,unknown,unknown,no,no,telephone,mar,5,284,6,768,625,failure,-3,92,-46,2,5757,yes
2550,59,unknown,unknown,unknown,yes,no,no,cellular,may,1,287,7,326,70,nonexistent,-3,93,-49,4,5345,yes
2551,73,unemployed,married,basic.9y,no,unknown,no,cellular,mar,1,577,5,822,878,nonexistent,-2,92,-42,1,5996,no
2552,60,blue-collar,unknown,basic.4y,yes,yes,no,cellular,mar,24,646,9,508,3,nonexistent,-3,94,-33,1,5701,no
2553,49,blue-collar,single,basic.9y,no,unknown,no,telephone,may,3,306,9,923,950,success,2,94,-38,1,5711,yes
