client_id,contact,contact_duration,number_contacts,pdays,previous_campaign_contacts,previous_outcome,campaign_outcome,campaign_id,last_contact_date
2007,telephone,5,4,303,508,,no,1,2022-03-13
2008,cellular,742,5,600,687,0.0,no,1,2022-05-27
2009,cellular,191,5,575,874,1.0,no,1,2022-09-06
2010,telephone,289,7,127,956,,no,1,2022-05-08
2011,cellular,461,9,942,311,0.0,no,1,2022-03-13
2012,telephone,43,1,551,162,0.0,no,1,2022-09-16
2013,cellular,271,1,828,72,,yes,1,2022-09-11
2014,cellular,756,9,578,74,1.0,no,1,2022-09-22
2015,cellular,927,6,243,425,,no,1,2022-09-02
2016,telephone,547,4,702,413,,yes,1,2022-09-08
2017,cellular,953,3,940,352,,no,1,2022-09-10
2018,cellular,50,2,634,810,1.0,no,1,2022-03-18
2019,cellular,536,6,802,19,1.0,yes,1,2022-05-25
2020,cellular,421,8,303,220,,yes,1,2022-09-04
2021,telephone,80,5,145,173,0.0,no,1,2022-03-22
2022,cellular,613,6,390,882,1.0,no,1,2022-09-12
2023,cellular,332,2,9,803,,yes,1,2022-05-16
2024,cellular,850,6,556,405,1.0,no,1,2022-09-03
2025,cellular,329,1,856,762,,yes,1,2022-03-02
2026,telephone,23,7,63,624,,no,1,2022-09-06
2027,telephone,350,4,308,88,1.0,yes,1,2022-05-30
2028,cellular,261,1,659,314,1.0,no,1,2022-05-06
2029,cellular,545,9,957,962,0.0,yes,1,2022-09-20
2030,cellular,819,5,597,482,0.0,no,1,2022-05-27
2031,telephone,127,9,994,653,,no,1,2022-09-21
2032,telephone,163,5,622,231,,yes,1,2022-05-09
2033,cellular,130,9,63,814,0.0,yes,1,2022-03-09
2034,cellular,195,4,503,394,0.0,yes,1,2022-09-10
2035,cellular,668,5,980,834,,yes,1,2022-03-15
2036,cellular,113,7,187,144,0.0,yes,1,2022-05-25
2037,cellular,791,9,767,394,0.0,no,1,2022-03-01
2038,cellular,438,5,948,738,1.0,no,1,2022-09-28
2039,telephone,187,9,385,591,0.0,yes,1,2022-03-30
2040,cellular,6,1,505,34,0.0,no,1,2022-03-21
2041,cellular,577,4,775,855,1.0,no,1,2022-05-21
2042,telephone,450,7,891,952,0.0,no,1,2022-09-07
2043,cellular,726,2,226,48,,no,1,2022-09-16
2044,telephone,57,1,753,348,0.0,yes,1,2022-03-10
2045,cellular,727,9,209,200,1.0,no,1,2022-05-15
2046,telephone,508,7,886,173,,no,1,2022-03-02
2047,cellular,503,2,125,613,1.0,yes,1,2022-05-11
2048,cellular,970,1,773,384,,no,1,2022-05-10
2049,telephone,990,9,500,474,,no,1,2022-09-23
2050,telephone,436,8,739,275,,no,1,2022-09-23
2051,telephone,329,2,647,195,0.0,no,1,2022-09-12
2052,cellular,725,5,810,104,,yes,1,2022-05-29
2053,telephone,189,9,361,770,0.0,no,1,2022-03-23
2054,cellular,814,9,684,340,0.0,no,1,2022-09-13
2055,telephone,834,5,358,891,1.0,yes,1,2022-05-20
2056,cellular,192,3,895,74,,yes,1,2022-09-12
2057,cellular,238,4,505,731,0.0,yes,1,2022-03-29
2058,telephone,541,9,276,459,,yes,1,2022-03-29
2059,telephone,29,1,400,988,,yes,1,2022-09-28
2060,cellular,830,5,851,311,,yes,1,2022-03-25
2061,cellular,554,4,76,255,1.0,no,1,2022-05-05
2062,telephone,460,3,187,963,1.0,yes,1,2022-05-14
2063,cellular,641,5,452,574,0.0,yes,1,2022-09-28
2064,cellular,909,8,569,166,0.0,yes,1,2022-09-29
2065,telephone,715,6,946,961,0.0,no,1,2022-03-01
2066,cellular,556,8,5,377,,yes,1,2022-05-14
2067,cellular,449,6,236,989,1.0,no,1,2022-05-11
2068,cellular,542,2,71,918,1.0,no,1,2022-09-15
2069,telephone,546,4,352,961,,yes,1,2022-09-29
2070,cellular,312,7,164,958,,no,1,2022-09-01
2071,telephone,106,1,753,770,0.0,yes,1,2022-05-05
2072,telephone,992,5,231,291,1.0,no,1,2022-05-05
2073,telephone,469,7,278,162,,yes,1,2022-09-30
2074,cellular,540,4,411,489,,yes,1,2022-05-01
2075,telephone,836,9,417,837,1.0,no,1,2022-03-22
2076,telephone,429,3,546,463,,yes,1,2022-03-30
2077,telephone,600,1,761,296,1.0,yes,1,2022-03-05
2078,cellular,83,9,872,841,0.0,no,1,2022-03-08
2079,telephone,722,7,108,754,1.0,yes,1,2022-03-05
2080,cellular,829,6,492,689,0.0,no,1,2022-03-20
2081,cellular,65,1,985,379,1.0,no,1,2022-05-22
2082,cellular,408,8,656,597,,yes,1,2022-09-09
2083,telephone,464,3,119,48,0.0,no,1,2022-03-09
2084,cellular,760,9,246,448,0.0,no,1,2022-05-27
2085,telephone,230,9,245,708,1.0,yes,1,2022-03-15
2086,cellular,829,2,432,645,,no,1,2022-03-19
2087,cellular,1,7,430,978,0.0,yes,1,2022-03-15
2088,cellular,904,5,703,566,0.0,no,1,2022-09-28
2089,cellular,790,7,135,574,1.0,yes,1,2022-05-22
2090,cellular,716,9,327,663,,yes,1,2022-05-22
2091,cellular,241,1,200,966,,yes,1,2022-05-11
2092,telephone,662,2,745,473,0.0,yes,1,2022-09-07
2093,cellular,403,4,817,424,1.0,yes,1,2022-09-06
2094,cellular,994,2,69,122,,yes,1,2022-09-09
2095,cellular,786,8,74,63,1.0,no,1,2022-03-13
2096,telephone,120,9,105,956,0.0,yes,1,2022-05-29
2097,telephone,75,4,13,760,0.0,no,1,2022-05-28
2098,telephone,640,6,995,193,1.0,no,1,2022-03-05
2099,cellular,851,6,570,531,,yes,1,2022-03-22
2100,telephone,574,6,188,625,,yes,1,2022-03-14
2101,cellular,531,2,575,721,0.0,no,1,2022-05-14
2102,telephone,20,8,320,34,0.0,yes,1,2022-05-22
2103,telephone,594,3,134,634,1.0,no,1,2022-03-09
2104,cellular,745,5,270,641,0.0,no,1,2022-03-15
2105,cellular,697,1,848,472,1.0,no,1,2022-09-23
2106,cellular,214,5,160,138,0.0,yes,1,2022-09-18
2107,telephone,660,2,912,556,,no,1,2022-05-14
2108,telephone,352,7,347,777,1.0,yes,1,2022-05-09
2109,telephone,83,6,933,504,0.0,yes,1,2022-03-15
2110,telephone,161,9,968,933,0.0,yes,1,2022-05-03
2111,telephone,475,6,134,305,0.0,yes,1,2022-09-30
2112,telephone,558,7,591,894,1.0,no,1,2022-05-30
2113,telephone,754,3,552,402,1.0,yes,1,2022-09-29
2114,telephone,52,7,415,896,,yes,1,2022-09-23
2115,cellular,743,1,376,916,,yes,1,2022-03-20
2116,cellular,25,1,240,768,,yes,1,2022-05-06
2117,telephone,575,4,844,689,1.0,yes,1,2022-03-10
2118,telephone,156,9,374,967,1.0,no,1,2022-05-16
2119,telephone,521,2,748,909,1.0,no,1,2022-09-22
2120,telephone,120,4,82,224,0.0,yes,1,2022-09-18
2121,telephone,257,5,955,101,1.0,no,1,2022-03-28
2122,telephone,516,5,658,14,,yes,1,2022-09-06
2123,cellular,467,7,357,515,1.0,yes,1,2022-09-08
2124,telephone,629,7,663,603,,yes,1,2022-03-04
2125,cellular,948,9,670,732,1.0,yes,1,2022-03-27
2126,cellular,87,8,654,102,1.0,no,1,2022-05-25
2127,cellular,669,7,69,572,,no,1,2022-09-17
2128,telephone,484,6,763,898,,yes,1,2022-03-05
2129,telephone,105,4,654,659,1.0,yes,1,2022-09-19
2130,cellular,484,9,526,301,0.0,no,1,2022-03-08
2131,telephone,156,8,433,175,,yes,1,2022-03-21
2132,cellular,587,3,57,965,0.0,yes,1,2022-03-14
2133,cellular,551,6,276,850,1.0,no,1,2022-03-17
2134,telephone,677,7,580,140,0.0,yes,1,2022-03-07
2135,cellular,763,7,523,294,0.0,yes,1,2022-05-24
2136,telephone,26,1,214,192,1.0,yes,1,2022-03-26
2137,cellular,704,2,94,403,1.0,no,1,2022-03-15
2138,cellular,536,4,269,156,0.0,yes,1,2022-09-21
2139,cellular,571,7,25,577,1.0,yes,1,2022-03-16
2140,cellular,63,5,176,454,0.0,yes,1,2022-03-04
2141,cellular,151,7,762,814,0.0,yes,1,2022-03-19
2142,cellular,480,2,344,528,,yes,1,2022-09-08
2143,telephone,577,8,42,800,,yes,1,2022-09-25
2144,telephone,487,2,507,289,1.0,no,1,2022-03-01
2145,telephone,1,4,455,824,1.0,no,1,2022-09-05
2146,telephone,492,5,858,57,,no,1,2022-05-26
2147,cellular,70,5,490,212,,yes,1,2022-03-26
2148,cellular,62,1,240,588,0.0,no,1,2022-09-08
2149,cellular,637,1,761,115,,no,1,2022-09-04
2150,cellular,469,9,69,429,0.0,yes,1,2022-09-26
2151,telephone,83,6,466,975,0.0,yes,1,2022-05-22
2152,telephone,155,9,266,81,,yes,1,2022-03-26
2153,cellular,15,2,862,944,0.0,no,1,2022-05-09
2154,telephone,369,8,935,459,,yes,1,2022-09-21
2155,telephone,300,2,164,132,1.0,yes,1,2022-03-22
2156,cellular,805,7,441,603,1.0,yes,1,2022-03-25
2157,telephone,283,2,924,881,0.0,yes,1,2022-05-27
2158,telephone,251,1,128,759,,yes,1,2022-09-08
2159,cellular,982,4,792,85,1.0,no,1,2022-09-18
2160,telephone,21,1,191,716,0.0,no,1,2022-03-17
2161,cellular,342,6,93,613,,no,1,2022-09-15
2162,telephone,162,3,161,111,0.0,yes,1,2022-09-16
2163,cellular,97,6,569,648,,yes,1,2022-05-19
2164,telephone,252,9,601,162,0.0,no,1,2022-05-15
2165,telephone,673,7,892,277,0.0,no,1,2022-09-14
2166,telephone,254,6,963,275,,yes,1,2022-03-04
2167,cellular,851,8,21,519,1.0,no,1,2022-03-19
2168,cellular,352,9,537,290,,no,1,2022-05-28
2169,cellular,311,4,803,806,,no,1,2022-03-14
2170,telephone,229,8,84,106,,no,1,2022-03-23
2171,cellular,223,3,917,274,,yes,1,2022-03-15
2172,cellular,887,5,999,220,0.0,yes,1,2022-05-24
2173,telephone,490,4,878,969,1.0,no,1,2022-09-14
2174,cellular,838,4,502,31,1.0,yes,1,2022-03-16
2175,telephone,888,4,396,647,0.0,no,1,2022-09-06
2176,telephone,784,6,175,44,0.0,yes,1,2022-05-29
2177,cellular,593,3,282,472,1.0,no,1,2022-03-06
2178,telephone,526,8,251,46,1.0,no,1,2022-05-15
2179,telephone,66,8,722,154,1.0,no,1,2022-03-14
2180,telephone,81,7,484,132,,yes,1,2022-03-12
2181,cellular,42,6,662,423,1.0,no,1,2022-09-09
2182,cellular,221,8,875,599,,yes,1,2022-03-12
2183,telephone,80,5,24,300,0.0,no,1,2022-05-15
2184,telephone,483,3,670,825,1.0,yes,1,2022-03-06
2185,telephone,951,7,861,127,0.0,no,1,2022-09-08
2186,cellular,998,8,645,808,0.0,no,1,2022-03-17
2187,cellular,109,4,128,689,1.0,no,1,2022-09-25
2188,telephone,53,5,319,483,0.0,no,1,2022-09-11
2189,cellular,368,8,255,420,0.0,no,1,2022-05-11
2190,cellular,247,6,752,721,1.0,no,1,2022-05-03
2191,cellular,968,1,353,55,,yes,1,2022-05-20
2192,cellular,952,2,659,325,1.0,no,1,2022-05-21
2193,telephone,632,5,960,182,1.0,no,1,2022-09-30
2194,telephone,675,1,31,547,1.0,no,1,2022-03-22
2195,cellular,352,9,312,688,,no,1,2022-03-18
2196,telephone,238,4,298,600,,yes,1,2022-03-18
2197,cellular,162,5,213,13,0.0,yes,1,2022-03-02
2198,cellular,747,1,243,216,,yes,1,2022-09-03
2199,cellular,903,6,346,440,,no,1,2022-05-12
2200,cellular,420,9,432,281,0.0,yes,1,2022-05-26
2201,cellular,559,3,1,368,0.0,no,1,2022-09-15
2202,telephone,935,5,367,422,0.0,no,1,2022-03-28
2203,cellular,310,9,406,641,0.0,no,1,2022-03-30
2204,cellular,128,2,829,899,1.0,yes,1,2022-05-06
2205,cellular,618,8,61,667,1.0,yes,1,2022-05-13
2206,telephone,964,2,127,935,0.0,yes,1,2022-09-23
2207,telephone,164,4,419,639,,yes,1,2022-09-18
2208,cellular,327,3,241,549,0.0,no,1,2022-05-19
2209,cellular,995,7,658,80,,yes,1,2022-03-21
2210,telephone,890,3,928,757,0.0,no,1,2022-05-23
2211,cellular,118,2,870,700,,yes,1,2022-09-26
2212,cellular,440,8,472,430,0.0,yes,1,2022-05-17
2213,cellular,45,2,128,898,,no,1,2022-03-24
2214,cellular,746,1,812,370,,yes,1,2022-09-24
2215,cellular,118,2,509,101,0.0,no,1,2022-03-09
2216,telephone,472,2,247,905,1.0,no,1,2022-09-20
2217,cellular,403,6,788,825,1.0,yes,1,2022-03-05
2218,telephone,946,2,160,939,0.0,yes,1,2022-09-18
2219,telephone,222,8,569,332,,yes,1,2022-05-22
2220,telephone,376,7,464,849,0.0,yes,1,2022-03-20
2221,telephone,807,8,650,41,1.0,no,1,2022-09-04
2222,telephone,78,8,375,707,1.0,yes,1,2022-03-15
2223,telephone,325,3,619,203,0.0,yes,1,2022-09-25
2224,cellular,99,7,135,598,1.0,yes,1,2022-03-11
2225,telephone,695,9,487,180,0.0,yes,1,2022-05-12
2226,cellular,954,3,547,917,0.0,yes,1,2022-03-29
2227,cellular,425,7,980,150,1.0,no,1,2022-03-10
2228,cellular,794,4,883,525,,yes,1,2022-09-03
2229,cellular,44,4,634,6,0.0,no,1,2022-03-09
2230,cellular,614,1,143,54,,no,1,2022-05-04
2231,cellular,67,5,373,269,,yes,1,2022-03-19
2232,cellular,312,8,381,506,1.0,yes,1,2022-05-11
2233,telephone,290,9,98,282,1.0,no,1,2022-05-04
2234,telephone,618,7,179,805,,no,1,2022-03-25
2235,telephone,417,6,482,252,1.0,no,1,2022-05-25
2236,cellular,870,1,44,245,0.0,yes,1,2022-09-13
2237,cellular,914,9,459,111,1.0,yes,1,2022-05-25
2238,cellular,82,5,935,190,1.0,yes,1,2022-05-23
2239,telephone,958,4,117,748,1.0,no,1,2022-05-06
2240,telephone,41,2,399,958,1.0,yes,1,2022-05-30
2241,telephone,816,4,832,997,,yes,1,2022-05-21
2242,telephone,325,7,301,579,0.0,yes,1,2022-05-05
2243,telephone,683,5,73,739,1.0,no,1,2022-05-07
2244,telephone,723,4,818,596,1.0,no,1,2022-09-03
2245,cellular,459,2,305,955,,yes,1,2022-09-07
2246,telephone,711,1,81,249,,no,1,2022-03-03
2247,cellular,409,5,39,517,1.0,no,1,2022-03-20
2248,telephone,756,9,841,106,,yes,1,2022-09-09
2249,telephone,705,1,154,542,0.0,yes,1,2022-03-08
2250,telephone,161,7,316,241,0.0,yes,1,2022-03-04
2251,cellular,952,7,208,353,0.0,yes,1,2022-03-06
2252,cellular,678,3,711,175,,yes,1,2022-09-13
2253,cellular,624,7,619,337,,no,1,2022-09-24
2254,telephone,927,3,85,494,0.0,yes,1,2022-05-28
2255,cellular,59,7,889,834,0.0,yes,1,2022-05-07
2256,cellular,521,4,580,130,1.0,yes,1,2022-05-05
2257,cellular,703,1,449,338,,yes,1,2022-05-19
2258,cellular,828,4,68,856,,no,1,2022-03-21
2259,cellular,335,8,362,653,,no,1,2022-09-14
2260,telephone,264,5,666,469,0.0,yes,1,2022-03-17
2261,cellular,994,1,210,928,0.0,no,1,2022-09-28
2262,telephone,456,9,496,391,,no,1,2022-09-09
2263,telephone,360,1,767,578,,yes,1,2022-03-19
2264,telephone,129,7,157,415,1.0,yes,1,2022-05-10
2265,telephone,21,9,854,757,1.0,yes,1,2022-03-25
2266,cellular,799,3,197,123,1.0,yes,1,2022-05-28
2267,cellular,126,9,389,593,1.0,no,1,2022-03-13
2268,cellular,240,6,963,218,0.0,yes,1,2022-03-03
2269,cellular,780,6,957,383,0.0,yes,1,2022-05-22
2270,cellular,760,9,744,156,1.0,yes,1,2022-05-19
2271,cellular,608,6,769,663,0.0,yes,1,2022-05-01
2272,cellular,253,8,820,922,,yes,1,2022-09-14
2273,telephone,633,9,645,552,1.0,yes,1,2022-09-06
2274,cellular,683,6,922,919,,no,1,2022-03-04
2275,cellular,764,4,986,900,,no,1,2022-09-12
2276,cellular,650,4,67,443,0.0,yes,1,2022-05-22
2277,telephone,887,6,127,116,0.0,no,1,2022-09-24
2278,telephone,368,3,929,24,0.0,no,1,2022-09-12
2279,telephone,907,4,549,864,1.0,no,1,2022-05-21
2280,telephone,551,5,851,544,0.0,yes,1,2022-03-07
2281,cellular,0,1,946,389,0.0,yes,1,2022-05-26
2282,telephone,278,2,328,488,,yes,1,2022-09-15
2283,telephone,859,4,19,405,,yes,1,2022-03-27
2284,telephone,245,1,783,310,0.0,yes,1,2022-03-08
2285,telephone,578,7,486,100,,no,1,2022-05-29
2286,telephone,648,8,622,980,0.0,yes,1,2022-09-29
2287,cellular,775,2,448,525,1.0,yes,1,2022-05-29
2288,telephone,306,9,910,959,1.0,no,1,2022-09-10
2289,telephone,865,3,184,534,1.0,no,1,2022-05-22
2290,cellular,601,2,355,62,0.0,no,1,2022-09-26
2291,cellular,669,9,887,77,,no,1,2022-05-08
2292,cellular,587,1,649,228,1.0,no,1,2022-05-24
2293,cellular,41,4,106,555,,no,1,2022-03-09
2294,cellular,764,9,409,721,,no,1,2022-05-14
2295,cellular,798,8,291,154,0.0,no,1,2022-03-19
2296,cellular,411,3,740,175,0.0,yes,1,2022-05-01
2297,telephone,647,3,518,1,1.0,yes,1,2022-09-15
2298,cellular,930,5,600,758,,no,1,2022-05-02
2299,cellular,639,7,1,414,,yes,1,2022-03-01
2300,telephone,137,8,302,123,,yes,1,2022-05-17
2301,telephone,789,9,887,284,1.0,yes,1,2022-09-23
2302,telephone,661,6,725,582,1.0,yes,1,2022-09-29
2303,cellular,103,7,159,18,1.0,yes,1,2022-09-10
2304,cellular,612,2,275,344,1.0,yes,1,2022-09-15
2305,cellular,276,1,137,387,,no,1,2022-03-14
2306,telephone,592,5,451,819,0.0,yes,1,2022-03-08
2307,cellular,112,4,761,375,0.0,no,1,2022-05-09
2308,telephone,782,5,633,568,0.0,no,1,2022-09-10
2309,cellular,232,2,712,338,0.0,yes,1,2022-05-10
2310,cellular,148,7,792,222,,no,1,2022-05-22
2311,telephone,233,4,396,658,1.0,yes,1,2022-03-24
2312,cellular,997,5,267,399,1.0,yes,1,2022-09-08
2313,cellular,209,9,933,984,1.0,yes,1,2022-05-02
2314,telephone,49,9,675,383,,yes,1,2022-09-30
2315,cellular,146,1,118,817,1.0,yes,1,2022-03-16
2316,cellular,581,4,705,785,1.0,no,1,2022-05-28
2317,cellular,137,4,534,595,1.0,no,1,2022-09-30
2318,cellular,935,8,884,599,,no,1,2022-03-25
2319,telephone,289,4,368,825,1.0,no,1,2022-05-24
2320,telephone,279,8,957,910,0.0,no,1,2022-03-17
2321,telephone,552,3,927,806,,no,1,2022-05-15
2322,cellular,832,1,905,68,1.0,no,1,2022-03-01
2323,telephone,34,9,891,939,1.0,no,1,2022-09-21
2324,telephone,548,9,360,425,1.0,yes,1,2022-03-26
2325,telephone,798,3,649,197,,yes,1,2022-09-13
2326,telephone,943,4,129,198,,no,1,2022-03-04
2327,cellular,770,6,829,652,,no,1,2022-03-26
2328,cellular,474,4,325,431,0.0,yes,1,2022-09-26
2329,telephone,908,8,345,323,,no,1,2022-03-19
2330,cellular,180,5,554,743,,yes,1,2022-09-15
2331,telephone,797,9,586,477,,yes,1,2022-05-17
2332,cellular,614,2,736,747,0.0,no,1,2022-09-13
2333,cellular,837,9,946,592,,no,1,2022-09-09
2334,cellular,148,4,306,76,1.0,yes,1,2022-03-16
2335,cellular,674,1,741,722,,yes,1,2022-09-27
2336,cellular,295,2,241,279,0.0,no,1,2022-03-06
2337,telephone,530,6,552,764,,no,1,2022-05-20
2338,telephone,889,4,720,945,0.0,no,1,2022-03-27
2339,telephone,223,3,261,810,1.0,yes,1,2022-09-30
2340,cellular,158,7,560,463,0.0,no,1,2022-09-01
2341,cellular,47,2,319,260,1.0,no,1,2022-05-01
2342,cellular,744,3,357,812,0.0,no,1,2022-05-28
2343,telephone,506,1,751,304,1.0,yes,1,2022-09-02
2344,telephone,751,3,949,39,0.0,no,1,2022-05-15
2345,telephone,603,7,376,113,0.0,no,1,2022-03-03
2346,cellular,522,2,105,786,,no,1,2022-09-02
2347,telephone,715,6,934,946,0.0,yes,1,2022-03-21
2348,telephone,189,6,16,285,0.0,no,1,2022-03-10
2349,telephone,485,8,965,893,0.0,yes,1,2022-05-09
2350,cellular,685,1,723,899,,no,1,2022-03-09
2351,cellular,3,9,876,540,0.0,yes,1,2022-03-03
2352,cellular,657,8,738,924,,no,1,2022-03-05
2353,telephone,448,3,785,80,1.0,yes,1,2022-09-13
2354,telephone,825,3,528,148,0.0,no,1,2022-05-24
2355,cellular,246,6,323,32,1.0,no,1,2022-03-09
2356,cellular,505,8,861,133,0.0,no,1,2022-09-30
2357,telephone,372,2,339,912,0.0,yes,1,2022-09-26
2358,cellular,673,6,399,493,1.0,yes,1,2022-05-06
2359,cellular,900,6,846,41,0.0,no,1,2022-03-14
2360,cellular,944,3,355,891,1.0,yes,1,2022-05-09
2361,telephone,202,5,84,357,,yes,1,2022-05-04
2362,cellular,290,5,192,949,1.0,no,1,2022-09-14
2363,telephone,612,9,420,297,0.0,yes,1,2022-09-05
2364,telephone,235,1,853,26,1.0,no,1,2022-09-10
2365,cellular,947,3,443,361,,no,1,2022-03-16
2366,cellular,530,3,344,240,,yes,1,2022-05-14
2367,cellular,383,5,672,754,1.0,yes,1,2022-05-26
2368,cellular,115,8,178,948,0.0,yes,1,2022-05-22
2369,cellular,684,2,747,645,1.0,yes,1,2022-03-07
2370,cellular,741,9,792,877,0.0,no,1,2022-03-25
2371,cellular,614,3,413,100,1.0,no,1,2022-03-27
2372,cellular,969,7,941,148,1.0,no,1,2022-05-03
2373,telephone,387,3,38,790,1.0,yes,1,2022-05-19
2374,cellular,105,2,342,186,1.0,no,1,2022-03-02
2375,telephone,375,7,33,755,0.0,no,1,2022-03-06
2376,telephone,746,6,703,775,1.0,no,1,2022-03-26
2377,cellular,71,5,797,312,,no,1,2022-05-17
2378,telephone,225,4,169,366,0.0,yes,1,2022-09-30
2379,cellular,793,8,314,341,0.0,yes,1,2022-05-04
2380,cellular,559,1,549,9,1.0,no,1,2022-09-24
2381,telephone,789,2,269,294,,yes,1,2022-03-08
2382,telephone,955,3,531,380,0.0,no,1,2022-05-20
2383,telephone,855,5,388,233,0.0,no,1,2022-09-25
2384,cellular,166,8,196,784,1.0,yes,1,2022-05-06
2385,cellular,222,4,872,827,1.0,yes,1,2022-09-18
2386,cellular,84,9,479,635,1.0,no,1,2022-03-10
2387,cellular,257,7,573,327,,yes,1,2022-05-15
2388,telephone,649,4,174,241,1.0,no,1,2022-09-13
2389,telephone,738,9,90,196,0.0,no,1,2022-05-27
2390,telephone,315,1,179,578,0.0,yes,1,2022-03-04
2391,cellular,439,2,6,612,,no,1,2022-05-26
2392,cellular,540,1,150,165,,yes,1,2022-03-17
2393,cellular,783,3,520,532,,yes,1,2022-05-26
2394,telephone,836,9,706,320,1.0,yes,1,2022-05-03
2395,telephone,39,3,255,377,1.0,no,1,2022-03-10
2396,telephone,867,7,878,178,0.0,yes,1,2022-05-19
2397,telephone,122,5,33,212,,no,1,2022-05-22
2398,telephone,423,3,952,684,0.0,yes,1,2022-05-06
2399,cellular,500,9,656,726,,no,1,2022-09-19
2400,cellular,113,7,786,879,0.0,no,1,2022-05-12
2401,telephone,664,4,341,962,0.0,yes,1,2022-05-02
2402,telephone,385,8,428,815,1.0,yes,1,2022-03-13
2403,cellular,627,8,273,204,,no,1,2022-09-21
2404,telephone,834,5,780,517,1.0,no,1,2022-09-01
2405,telephone,44,3,626,812,,no,1,2022-03-06
2406,cellular,969,3,889,57,1.0,no,1,2022-09-12
2407,telephone,578,9,383,53,0.0,yes,1,2022-05-06
2408,telephone,343,8,257,317,,yes,1,2022-03-15
2409,cellular,421,5,899,903,,no,1,2022-05-04
2410,cellular,561,3,637,829,1.0,no,1,2022-09-22
2411,cellular,137,2,743,900,1.0,yes,1,2022-03-19
2412,telephone,211,6,772,206,1.0,yes,1,2022-05-25
2413,telephone,874,9,162,264,0.0,yes,1,2022-05-22
2414,cellular,659,5,757,869,1.0,yes,1,2022-03-26
2415,cellular,237,1,849,780,0.0,yes,1,2022-09-11
2416,telephone,156,3,142,436,,yes,1,2022-05-05
2417,cellular,52,2,383,966,,no,1,2022-05-12
2418,cellular,823,6,784,477,0.0,yes,1,2022-09-05
2419,telephone,930,7,873,119,1.0,yes,1,2022-05-12
2420,telephone,281,5,498,610,1.0,yes,1,2022-05-05
2421,telephone,832,8,620,787,0.0,no,1,2022-05-11
2422,cellular,170,1,500,382,0.0,yes,1,2022-03-28
2423,cellular,888,1,757,254,0.0,no,1,2022-09-04
2424,cellular,316,1,100,970,,no,1,2022-05-09
2425,telephone,802,7,394,91,1.0,yes,1,2022-05-25
2426,cellular,567,9,503,102,,yes,1,2022-09-16
2427,telephone,569,5,408,868,1.0,yes,1,2022-05-10
2428,cellular,553,2,76,490,0.0,yes,1,2022-09-14
2429,cellular,134,7,588,512,1.0,yes,1,2022-05-10
2430,cellular,879,2,155,274,0.0,yes,1,2022-09-08
2431,telephone,431,6,252,761,,no,1,2022-09-26
2432,telephone,369,3,853,798,1.0,no,1,2022-09-30
2433,telephone,662,4,97,161,1.0,no,1,2022-03-17
2434,telephone,387,2,919,15,1.0,yes,1,2022-05-24
2435,cellular,855,5,53,897,0.0,no,1,2022-03-13
2436,cellular,222,7,400,92,0.0,yes,1,2022-09-19
2437,cellular,914,8,825,559,1.0,yes,1,2022-03-18
2438,telephone,567,9,315,211,,yes,1,2022-03-22
2439,telephone,554,9,701,739,,no,1,2022-03-21
2440,cellular,959,2,337,52,1.0,yes,1,2022-05-15
2441,telephone,851,1,584,696,0.0,yes,1,2022-03-13
2442,telephone,157,9,871,831,,no,1,2022-09-12
2443,cellular,998,3,42,608,0.0,yes,1,2022-03-27
2444,telephone,979,1,728,369,1.0,yes,1,2022-03-17
2445,telephone,223,8,933,992,,yes,1,2022-05-14
2446,cellular,142,9,510,191,1.0,no,1,2022-03-11
2447,telephone,120,7,985,387,,yes,1,2022-09-10
2448,telephone,772,6,682,259,0.0,no,1,2022-03-01
2449,cellular,953,9,573,767,1.0,yes,1,2022-09-18
2450,telephone,940,9,473,905,,yes,1,2022-05-24
2451,cellular,735,8,961,484,0.0,no,1,2022-03-01
2452,telephone,379,7,465,215,,yes,1,2022-03-21
2453,telephone,544,3,287,269,0.0,no,1,2022-05-17
2454,telephone,23,2,503,454,0.0,yes,1,2022-09-10
2455,cellular,101,3,692,106,,no,1,2022-03-26
2456,cellular,709,2,457,413,0.0,no,1,2022-09-19
2457,telephone,801,3,981,617,1.0,yes,1,2022-03-21
2458,telephone,614,2,427,884,0.0,no,1,2022-03-02
2459,cellular,53,1,785,968,,no,1,2022-09-09
2460,cellular,957,9,100,750,1.0,no,1,2022-09-24
2461,cellular,281,3,398,56,0.0,yes,1,2022-05-02
2462,telephone,537,3,92,474,0.0,no,1,2022-03-11
2463,cellular,34,4,664,623,0.0,yes,1,2022-03-05
2464,telephone,645,5,40,8,,yes,1,2022-03-21
2465,telephone,47,6,968,892,1.0,no,1,2022-03-22
2466,telephone,121,9,54,550,1.0,yes,1,2022-03-25
2467,cellular,790,6,441,109,0.0,yes,1,2022-03-16
2468,telephone,863,6,863,836,1.0,no,1,2022-03-05
2469,telephone,414,7,467,687,,no,1,2022-09-08
2470,cellular,25,8,310,374,,no,1,2022-09-05
2471,cellular,0,2,728,312,1.0,yes,1,2022-09-29
2472,cellular,943,6,456,479,0.0,no,1,2022-05-28
2473,telephone,96,2,774,90,1.0,no,1,2022-05-14
2474,cellular,505,9,995,516,1.0,no,1,2022-03-30
2475,cellular,947,3,784,89,1.0,no,1,2022-09-09
2476,cellular,569,4,583,444,1.0,no,1,2022-03-10
2477,cellular,95,7,890,109,0.0,no,1,2022-09-11
