id,age,job,marital,education,credit_default,housing,loan
2045,25,admin,married,basic_9y,yes,no,yes
2046,92,unemployed,married,,yes,yes,no
2047,92,unknown,married,basic_4y,no,yes,yes
2048,23,unknown,single,basic_9y,yes,no,no
2049,53,unknown,unknown,,no,yes,yes
2050,38,blue-collar,single,basic_4y,no,no,unknown
2051,55,unemployed,married,basic_9y,yes,yes,unknown
2052,78,admin,single,basic_9y,yes,no,unknown
2053,90,blue-collar,unknown,basic_4y,no,unknown,unknown
2054,78,admin,single,basic_9y,yes,yes,no
2055,20,blue-collar,unknown,,unknown,no,unknown
2056,57,blue-collar,single,basic_9y,unknown,no,no
2057,27,admin,married,basic_4y,no,unknown,no
2058,48,blue-collar,single,basic_4y,yes,unknown,unknown
2059,27,unemployed,unknown,basic_4y,no,unknown,no
2060,90,unemployed,married,basic_4y,no,yes,no
2061,67,unknown,married,,unknown,no,no
2062,23,unknown,unknown,,yes,unknown,no
2063,31,admin,single,basic_9y,unknown,yes,unknown
2064,93,admin,single,basic_4y,no,no,unknown
2065,49,unknown,married,basic_9y,no,no,yes
2066,90,unknown,unknown,basic_4y,yes,no,unknown
2067,22,admin,unknown,,no,no,no
2068,32,blue-collar,unknown,basic_4y,unknown,unknown,unknown
2069,46,unemployed,married,basic_4y,no,no,yes
2070,35,unknown,unknown,basic_9y,no,yes,yes
2071,19,blue-collar,married,basic_4y,yes,yes,unknown
2072,70,unknown,unknown,basic_4y,yes,yes,no
2073,56,unemployed,single,basic_9y,unknown,no,no
2074,75,unknown,married,basic_4y,unknown,no,unknown
2075,43,unknown,unknown,basic_9y,unknown,unknown,unknown
2076,99,admin,single,,no,unknown,no
2077,39,admin,unknown,basic_9y,no,no,no
2078,68,unemployed,single,basic_9y,yes,yes,no
2079,92,admin,unknown,basic_9y,unknown,no,unknown
2080,82,blue-collar,married,basic_4y,unknown,unknown,no
2081,77,admin,single,basic_9y,yes,no,no
2082,78,admin,unknown,basic_9y,unknown,yes,yes
2083,92,blue-collar,married,basic_9y,no,yes,no
2084,20,unemployed,unknown,basic_4y,unknown,no,yes
2085,25,admin,unknown,basic_9y,yes,unknown,unknown
2086,55,unknown,unknown,basic_4y,yes,unknown,no
2087,41,blue-collar,unknown,,no,unknown,unknown
2088,57,blue-collar,unknown,basic_9y,unknown,yes,yes
2089,56,blue-collar,single,basic_9y,no,yes,unknown
2090,70,admin,unknown,basic_4y,yes,no,unknown
2091,75,unemployed,married,,yes,unknown,unknown
2092,66,blue-collar,unknown,,unknown,unknown,yes
2093,94,blue-collar,married,basic_9y,yes,no,yes
2094,96,unknown,married,basic_4y,unknown,unknown,unknown
2095,60,unknown,single,basic_4y,unknown,yes,yes
2096,56,blue-collar,unknown,basic_9y,yes,no,no
2097,56,unemployed,unknown,,no,unknown,yes
2098,49,admin,single,,no,unknown,unknown
2099,59,unemployed,single,,unknown,no,no
2100,55,unemployed,married,,unknown,yes,yes
2101,79,unemployed,unknown,,no,no,unknown
2102,93,admin,unknown,basic_9y,no,unknown,yes
2103,71,admin,unknown,basic_9y,yes,no,no
2104,87,unemployed,unknown,basic_4y,yes,no,yes
2105,76,unknown,unknown,basic_4y,unknown,unknown,unknown
2106,34,unknown,married,,yes,unknown,unknown
2107,86,unemployed,married,basic_4y,yes,unknown,no
2108,68,unemployed,married,,unknown,yes,unknown
2109,80,admin,single,,unknown,unknown,yes
2110,25,admin,single,,unknown,no,unknown
2111,48,admin,unknown,basic_9y,no,yes,unknown
2112,92,unemployed,unknown,,yes,yes,yes
2113,93,blue-collar,single,,unknown,unknown,yes
2114,84,unknown,married,basic_4y,no,yes,yes
2115,21,unknown,single,,unknown,yes,unknown
2116,53,unknown,unknown,basic_9y,yes,unknown,no
2117,66,unemployed,unknown,basic_9y,yes,unknown,no
2118,34,unknown,single,,yes,unknown,yes
2119,41,unknown,unknown,basic_4y,yes,unknown,no
2120,34,blue-collar,unknown,,yes,yes,yes
2121,83,admin,married,basic_4y,yes,yes,no
2122,42,unknown,single,basic_9y,no,unknown,unknown
2123,38,admin,single,,yes,yes,unknown
2124,41,unknown,married,basic_9y,unknown,unknown,unknown
2125,56,admin,single,basic_9y,yes,yes,yes
2126,36,admin,single,,yes,unknown,unknown
2127,49,unemployed,unknown,,no,unknown,yes
2128,71,blue-collar,married,,yes,yes,yes
2129,72,admin,unknown,basic_9y,yes,yes,yes
2130,96,admin,unknown,basic_4y,unknown,yes,no
2131,94,unemployed,married,basic_4y,yes,yes,unknown
2132,33,unemployed,married,basic_4y,unknown,no,yes
2133,84,blue-collar,single,basic_4y,no,unknown,no
2134,98,admin,unknown,basic_4y,unknown,no,unknown
2135,53,unemployed,single,,unknown,no,unknown
2136,93,unemployed,unknown,basic_9y,no,unknown,yes
2137,58,unemployed,single,,no,unknown,yes
2138,70,unknown,single,basic_4y,unknown,no,no
2139,18,unknown,unknown,basic_9y,no,yes,no
2140,30,unemployed,married,,no,unknown,unknown
2141,23,admin,single,basic_9y,yes,yes,unknown
2142,34,unemployed,single,basic_9y,yes,unknown,unknown
2143,20,blue-collar,married,,unknown,yes,no
2144,94,admin,single,,unknown,no,yes
2145,97,unemployed,married,basic_4y,no,unknown,yes
2146,25,admin,single,basic_9y,yes,unknown,yes
2147,97,unknown,married,basic_9y,no,no,yes
2148,73,admin,unknown,basic_9y,no,unknown,no
2149,49,blue-collar,single,basic_4y,unknown,unknown,no
2150,89,unemployed,single,,unknown,yes,yes
2151,83,unknown,married,basic_4y,no,no,unknown
2152,89,unknown,unknown,,unknown,unknown,yes
2153,68,admin,single,,yes,yes,yes
2154,48,blue-collar,married,,unknown,unknown,unknown
2155,94,blue-collar,unknown,basic_4y,no,unknown,unknown
2156,19,blue-collar,married,basic_4y,no,unknown,unknown
2157,24,unknown,married,basic_9y,unknown,unknown,yes
2158,22,unemployed,single,basic_4y,yes,no,no
2159,53,unemployed,married,,yes,no,yes
2160,88,unemployed,married,basic_9y,yes,no,no
2161,63,admin,married,,unknown,no,yes
2162,62,admin,married,basic_9y,unknown,yes,no
2163,78,unknown,unknown,basic_9y,unknown,unknown,unknown
2164,42,blue-collar,unknown,basic_9y,no,yes,no
2165,81,admin,unknown,basic_9y,no,no,no
2166,45,blue-collar,married,basic_4y,no,unknown,yes
2167,27,admin,unknown,basic_9y,unknown,yes,unknown
2168,30,unemployed,unknown,basic_4y,unknown,no,yes
2169,97,admin,married,basic_9y,no,unknown,unknown
2170,41,admin,single,basic_9y,unknown,unknown,no
2171,26,unknown,unknown,basic_4y,unknown,unknown,no
2172,42,unknown,single,basic_4y,no,no,no
2173,48,unemployed,unknown,,unknown,yes,yes
2174,96,blue-collar,unknown,,no,yes,unknown
2175,52,admin,married,basic_4y,unknown,yes,unknown
2176,36,admin,single,,unknown,unknown,yes
2177,19,unknown,unknown,basic_9y,unknown,no,no
2178,88,unemployed,unknown,basic_4y,yes,no,unknown
2179,85,blue-collar,married,basic_4y,no,yes,no
2180,57,blue-collar,single,basic_4y,unknown,no,unknown
2181,41,admin,married,basic_9y,no,unknown,no
2182,87,blue-collar,single,basic_9y,unknown,no,yes
2183,61,unemployed,single,,yes,no,yes
2184,94,unemployed,single,basic_9y,no,yes,no
2185,89,unknown,single,basic_9y,unknown,unknown,no
2186,94,admin,unknown,,unknown,unknown,no
2187,90,blue-collar,married,basic_9y,unknown,yes,yes
2188,98,blue-collar,single,basic_9y,yes,unknown,yes
2189,22,blue-collar,unknown,,unknown,unknown,unknown
2190,76,unknown,unknown,basic_4y,unknown,yes,unknown
2191,89,unemployed,unknown,basic_9y,no,no,unknown
2192,89,unknown,married,,yes,yes,no
2193,41,admin,married,basic_4y,no,unknown,yes
2194,93,unemployed,married,basic_9y,unknown,no,unknown
2195,71,admin,unknown,basic_4y,yes,no,yes
2196,92,admin,unknown,basic_9y,unknown,no,yes
2197,39,unknown,unknown,basic_4y,unknown,unknown,unknown
2198,67,blue-collar,unknown,basic_4y,no,yes,unknown
2199,31,admin,married,,yes,no,yes
2200,38,unemployed,single,basic_9y,yes,no,yes
2201,98,unknown,unknown,basic_4y,no,unknown,yes
2202,79,unknown,married,basic_4y,no,no,unknown
2203,72,unknown,married,,no,no,yes
2204,63,admin,unknown,basic_9y,no,no,yes
2205,79,blue-collar,married,,no,unknown,unknown
2206,20,blue-collar,unknown,basic_4y,yes,unknown,unknown
2207,24,blue-collar,single,basic_4y,unknown,yes,unknown
2208,58,unknown,single,basic_9y,no,yes,unknown
2209,62,admin,single,,yes,no,no
2210,26,admin,unknown,basic_4y,yes,unknown,unknown
2211,68,blue-collar,unknown,basic_9y,no,yes,yes
2212,77,unknown,unknown,basic_9y,yes,yes,no
2213,69,blue-collar,unknown,basic_4y,no,no,unknown
2214,31,admin,unknown,basic_4y,no,no,no
2215,94,blue-collar,married,basic_9y,yes,no,no
2216,51,blue-collar,single,basic_4y,yes,yes,no
2217,72,admin,single,,yes,yes,unknown
2218,35,unemployed,married,,yes,yes,unknown
2219,81,unknown,married,basic_4y,unknown,yes,no
2220,84,unemployed,single,,yes,unknown,unknown
2221,77,admin,unknown,,yes,yes,yes
2222,30,admin,married,basic_4y,no,no,yes
2223,64,admin,single,,yes,yes,yes
2224,79,blue-collar,single,basic_4y,yes,no,yes
2225,80,admin,single,basic_9y,unknown,unknown,no
2226,54,unemployed,married,,no,yes,unknown
2227,78,admin,unknown,basic_4y,yes,yes,unknown
2228,75,admin,unknown,basic_4y,unknown,yes,unknown
2229,73,admin,married,basic_9y,unknown,unknown,no
2230,82,admin,married,basic_9y,yes,unknown,no
2231,22,unemployed,unknown,,yes,yes,unknown
2232,83,unemployed,unknown,,no,yes,no
2233,69,admin,single,basic_9y,yes,unknown,unknown
2234,72,unknown,unknown,basic_9y,yes,unknown,yes
2235,29,unemployed,unknown,basic_9y,no,no,yes
2236,95,unknown,unknown,basic_9y,no,yes,no
2237,92,blue-collar,married,,no,no,no
2238,31,admin,single,basic_9y,no,unknown,yes
2239,59,blue-collar,unknown,basic_4y,unknown,unknown,unknown
2240,93,blue-collar,married,basic_4y,yes,yes,no
2241,83,admin,unknown,basic_4y,unknown,unknown,unknown
2242,39,unknown,married,,yes,yes,unknown
2243,92,unemployed,married,,no,yes,yes
2244,82,unemployed,unknown,,yes,yes,yes
2245,68,unemployed,single,,no,unknown,yes
2246,41,blue-collar,unknown,,yes,yes,no
2247,81,blue-collar,married,basic_4y,yes,no,unknown
2248,67,unknown,unknown,basic_9y,unknown,no,yes
2249,74,admin,unknown,basic_4y,no,no,unknown
2250,36,admin,married,,yes,yes,yes
2251,47,unknown,single,,unknown,unknown,yes
2252,24,blue-collar,unknown,basic_4y,yes,yes,no
2253,97,unemployed,married,,unknown,unknown,no
2254,18,unknown,married,basic_4y,no,yes,yes
2255,78,unemployed,unknown,,no,unknown,unknown
2256,96,blue-collar,single,basic_9y,unknown,no,unknown
2257,28,unemployed,single,basic_9y,no,unknown,unknown
2258,42,blue-collar,married,basic_4y,unknown,unknown,unknown
2259,54,admin,married,,no,yes,yes
2260,36,admin,married,basic_9y,unknown,yes,no
2261,89,blue-collar,married,basic_4y,no,no,yes
2262,39,unknown,married,,no,yes,unknown
2263,64,unknown,unknown,basic_4y,no,yes,yes
2264,72,admin,unknown,basic_9y,unknown,yes,no
2265,26,blue-collar,single,basic_4y,unknown,unknown,yes
2266,69,unknown,unknown,basic_4y,no,no,unknown
2267,28,unknown,single,,yes,no,yes
2268,36,unemployed,married,,no,unknown,no
2269,53,blue-collar,unknown,basic_9y,no,no,unknown
2270,91,blue-collar,single,basic_4y,no,yes,yes
2271,84,admin,single,,no,unknown,unknown
2272,46,unknown,married,basic_4y,no,yes,unknown
2273,53,blue-collar,married,basic_4y,no,yes,yes
2274,66,unknown,married,basic_4y,yes,unknown,yes
2275,47,blue-collar,unknown,,no,no,unknown
2276,91,unknown,single,basic_4y,yes,unknown,yes
2277,91,admin,unknown,,yes,no,no
2278,38,unknown,single,basic_9y,no,yes,no
2279,70,unknown,married,basic_4y,yes,unknown,no
2280,90,blue-collar,married,,unknown,yes,no
2281,41,unemployed,unknown,basic_9y,unknown,yes,no
2282,69,admin,married,basic_4y,no,unknown,yes
2283,86,blue-collar,single,,unknown,yes,yes
2284,73,blue-collar,married,basic_4y,no,no,yes
2285,76,blue-collar,single,basic_4y,unknown,yes,no
2286,24,unemployed,single,,no,unknown,unknown
2287,23,blue-collar,single,basic_4y,unknown,yes,no
2288,75,unemployed,married,basic_4y,yes,yes,no
2289,78,unemployed,married,,yes,unknown,yes
2290,22,admin,single,basic_4y,yes,yes,no
2291,41,blue-collar,single,basic_9y,unknown,unknown,unknown
2292,99,blue-collar,unknown,basic_9y,no,no,yes
2293,54,blue-collar,unknown,basic_4y,yes,yes,no
2294,58,unemployed,married,,no,unknown,yes
2295,62,unknown,single,basic_9y,unknown,no,unknown
2296,33,unemployed,unknown,,no,yes,unknown
2297,37,unknown,unknown,,yes,yes,no
2298,87,unknown,single,,no,yes,unknown
2299,96,blue-collar,married,basic_4y,no,yes,no
2300,32,admin,married,basic_4y,no,yes,unknown
2301,68,unemployed,married,,yes,yes,no
2302,37,unemployed,single,basic_9y,yes,unknown,no
2303,63,blue-collar,married,,no,no,unknown
2304,33,unknown,married,basic_4y,unknown,unknown,no
2305,76,unknown,married,,yes,unknown,no
2306,90,admin,married,,yes,yes,no
2307,27,admin,unknown,,yes,yes,no
2308,19,blue-collar,single,basic_4y,unknown,unknown,no
2309,85,admin,unknown,basic_4y,no,unknown,no
2310,85,admin,unknown,basic_9y,no,yes,no
2311,19,unknown,unknown,,yes,no,unknown
2312,47,unemployed,single,,no,no,no
2313,89,admin,single,basic_9y,no,no,unknown
2314,43,unemployed,married,,no,unknown,unknown
2315,58,unknown,unknown,basic_9y,yes,yes,yes
2316,40,unemployed,married,basic_4y,unknown,no,unknown
2317,33,blue-collar,married,basic_4y,unknown,no,yes
2318,96,unknown,single,basic_9y,yes,unknown,unknown
2319,35,blue-collar,single,basic_4y,unknown,no,no
2320,67,unemployed,married,,yes,yes,unknown
2321,96,unknown,unknown,basic_9y,no,unknown,no
2322,97,admin,single,,yes,unknown,yes
2323,66,blue-collar,unknown,basic_4y,yes,unknown,unknown
2324,65,unknown,single,basic_4y,no,unknown,yes
2325,43,admin,unknown,basic_4y,no,yes,unknown
2326,56,unemployed,married,basic_9y,no,no,unknown
2327,46,unknown,married,,no,no,yes
2328,95,unemployed,unknown,basic_9y,no,unknown,unknown
2329,26,admin,single,basic_9y,unknown,no,yes
2330,62,admin,married,,unknown,no,yes
2331,92,unknown,unknown,basic_4y,unknown,unknown,unknown
2332,75,admin,single,,no,no,yes
2333,89,admin,single,basic_9y,no,unknown,no
2334,42,unemployed,unknown,basic_4y,unknown,yes,no
2335,73,unemployed,unknown,basic_4y,no,yes,no
2336,36,unemployed,single,basic_9y,unknown,no,no
2337,53,blue-collar,unknown,,yes,no,unknown
2338,49,unemployed,married,,yes,yes,yes
2339,94,admin,unknown,basic_4y,unknown,yes,unknown
2340,65,unknown,married,basic_9y,unknown,unknown,no
2341,23,admin,married,basic_9y,yes,yes,unknown
2342,31,unemployed,single,,no,unknown,unknown
2343,56,unknown,unknown,basic_9y,unknown,yes,unknown
2344,24,blue-collar,single,basic_9y,unknown,yes,unknown
2345,30,blue-collar,married,basic_9y,yes,unknown,yes
2346,77,unknown,married,basic_9y,yes,yes,yes
2347,21,unknown,married,basic_4y,unknown,unknown,yes
2348,69,blue-collar,unknown,basic_4y,no,unknown,unknown
2349,43,unemployed,married,,yes,unknown,yes
2350,66,unemployed,married,basic_4y,unknown,yes,no
2351,65,unemployed,married,basic_4y,unknown,yes,no
2352,83,unknown,married,basic_4y,no,no,unknown
2353,29,unemployed,single,,yes,unknown,yes
2354,39,unknown,unknown,basic_9y,unknown,no,unknown
2355,63,blue-collar,unknown,basic_4y,unknown,yes,yes
2356,68,unknown,married,basic_9y,yes,unknown,yes
2357,27,admin,married,,unknown,no,yes
2358,44,admin,unknown,basic_9y,unknown,unknown,yes
2359,95,blue-collar,single,basic_4y,no,yes,unknown
2360,50,unemployed,married,basic_9y,yes,yes,yes
2361,93,unknown,unknown,,unknown,yes,yes
2362,36,blue-collar,single,,no,yes,unknown
2363,19,unknown,married,basic_4y,yes,unknown,yes
2364,36,blue-collar,single,basic_4y,yes,no,yes
2365,20,unknown,married,,no,yes,no
2366,50,unemployed,unknown,basic_9y,yes,no,yes
2367,93,blue-collar,married,basic_9y,yes,no,no
2368,73,admin,unknown,basic_4y,no,yes,yes
2369,67,admin,unknown,basic_4y,yes,yes,yes
2370,54,unemployed,unknown,,yes,unknown,unknown
2371,48,unknown,married,,yes,no,unknown
2372,98,unemployed,unknown,basic_4y,no,no,no
2373,61,unemployed,single,basic_4y,no,unknown,unknown
2374,98,blue-collar,single,basic_4y,yes,yes,yes
2375,20,unemployed,married,basic_9y,no,unknown,no
2376,64,unemployed,married,basic_4y,unknown,no,no
2377,56,blue-collar,unknown,basic_9y,no,unknown,yes
2378,63,unemployed,single,basic_9y,yes,yes,no
2379,86,blue-collar,unknown,,unknown,yes,unknown
2380,40,unemployed,married,basic_4y,yes,no,no
2381,98,unemployed,unknown,basic_4y,unknown,yes,no
2382,59,unemployed,married,basic_4y,yes,no,unknown
2383,78,unknown,single,basic_9y,no,unknown,unknown
2384,54,blue-collar,unknown,basic_4y,yes,yes,yes
2385,78,unemployed,single,,unknown,yes,yes
2386,29,unknown,unknown,basic_9y,no,no,unknown
2387,44,admin,married,,unknown,no,yes
2388,77,unemployed,single,,unknown,no,yes
2389,28,admin,married,,unknown,unknown,unknown
2390,87,unknown,single,basic_4y,yes,no,yes
2391,46,admin,unknown,basic_9y,yes,no,unknown
2392,83,unemployed,married,,unknown,no,unknown
2393,65,blue-collar,single,basic_4y,yes,no,unknown
2394,38,admin,unknown,,unknown,yes,unknown
2395,87,unemployed,unknown,basic_4y,unknown,no,yes
2396,76,unemployed,single,basic_9y,yes,yes,yes
2397,30,unknown,single,,no,no,yes
2398,39,unknown,single,,unknown,no,unknown
2399,33,blue-collar,single,basic_4y,yes,unknown,no
2400,79,unemployed,unknown,basic_4y,no,unknown,no
2401,19,blue-collar,single,,yes,no,no
2402,98,blue-collar,unknown,,yes,unknown,yes
2403,63,unknown,married,,yes,yes,unknown
2404,79,admin,unknown,,no,no,no
2405,86,blue-collar,unknown,basic_4y,unknown,no,unknown
2406,46,blue-collar,unknown,basic_4y,unknown,yes,yes
2407,95,blue-collar,single,basic_9y,no,no,yes
2408,32,blue-collar,single,,unknown,unknown,yes
2409,99,unknown,married,basic_4y,yes,no,unknown
2410,22,admin,unknown,,unknown,unknown,no
2411,53,admin,married,,yes,no,yes
2412,55,unknown,unknown,,yes,no,yes
2413,59,admin,married,basic_9y,yes,no,unknown
2414,83,unknown,unknown,basic_9y,unknown,yes,yes
2415,28,admin,unknown,,unknown,unknown,yes
2416,30,blue-collar,single,basic_4y,unknown,no,no
2417,50,unemployed,single,,unknown,no,yes
2418,87,admin,married,basic_9y,unknown,no,yes
2419,34,blue-collar,married,,unknown,no,unknown
2420,42,admin,married,basic_4y,no,no,yes
2421,65,blue-collar,single,basic_4y,yes,unknown,no
2422,41,unemployed,married,basic_9y,no,no,no
2423,56,admin,married,,yes,no,unknown
2424,83,unemployed,married,,no,yes,yes
2425,32,unknown,married,basic_4y,yes,unknown,unknown
2426,85,unemployed,married,basic_4y,no,no,unknown
2427,59,unknown,single,basic_9y,no,no,no
2428,44,unknown,unknown,,unknown,no,unknown
2429,73,unknown,married,basic_4y,yes,yes,unknown
2430,19,admin,unknown,basic_4y,yes,yes,no
2431,54,unemployed,unknown,basic_9y,no,no,yes
2432,37,blue-collar,unknown,basic_9y,no,unknown,no
2433,34,unemployed,unknown,basic_9y,yes,yes,no
2434,68,unknown,single,basic_4y,yes,unknown,yes
2435,91,blue-collar,unknown,basic_9y,unknown,no,unknown
2436,95,blue-collar,unknown,basic_9y,unknown,yes,yes
2437,50,unknown,married,,unknown,yes,yes
2438,31,blue-collar,single,,yes,no,unknown
2439,82,unknown,unknown,,no,yes,yes
2440,30,blue-collar,unknown,,unknown,unknown,yes
2441,35,unknown,single,basic_9y,unknown,yes,no
2442,21,blue-collar,married,basic_9y,unknown,no,unknown
2443,26,unemployed,married,,no,no,yes
2444,62,unemployed,unknown,basic_9y,no,no,yes
2445,68,unemployed,unknown,basic_4y,yes,unknown,unknown
2446,70,unemployed,married,basic_9y,unknown,yes,yes
2447,66,admin,married,basic_4y,unknown,no,yes
2448,60,admin,married,basic_9y,no,yes,unknown
2449,56,admin,single,basic_4y,no,no,no
2450,91,admin,married,basic_4y,yes,yes,unknown
2451,69,blue-collar,single,basic_4y,no,yes,unknown
2452,45,blue-collar,unknown,basic_4y,no,unknown,unknown
2453,29,blue-collar,married,basic_4y,unknown,unknown,no
2454,37,admin,single,basic_4y,yes,unknown,yes
2455,25,unemployed,single,basic_4y,unknown,no,no
2456,38,unemployed,unknown,basic_9y,unknown,no,yes
2457,23,admin,unknown,,unknown,no,yes
2458,20,unemployed,single,basic_4y,no,no,no
2459,94,unemployed,unknown,basic_9y,no,unknown,yes
2460,30,blue-collar,unknown,basic_4y,no,unknown,unknown
2461,99,unknown,married,basic_4y,unknown,unknown,no
2462,57,blue-collar,single,basic_4y,unknown,no,yes
2463,42,unemployed,unknown,,yes,unknown,yes
2464,19,admin,unknown,basic_4y,yes,no,no
2465,86,blue-collar,single,basic_9y,unknown,unknown,yes
2466,57,unemployed,single,,yes,no,yes
2467,85,admin,unknown,basic_4y,unknown,unknown,no
2468,40,unemployed,married,basic_9y,no,no,no
2469,72,unemployed,unknown,basic_9y,yes,no,yes
2470,52,admin,unknown,,yes,yes,unknown
2471,74,blue-collar,married,basic_9y,no,no,yes
2472,63,admin,single,,no,yes,unknown
2473,28,unemployed,married,basic_4y,no,no,yes
2474,73,admin,single,basic_4y,yes,no,yes
2475,76,unknown,unknown,,no,no,no
2476,38,admin,unknown,basic_4y,yes,no,unknown
2477,40,unknown,unknown,basic_9y,no,unknown,unknown
2478,53,unemployed,married,,yes,no,unknown
2479,53,unknown,unknown,basic_9y,yes,yes,unknown
2480,80,admin,married,basic_4y,yes,unknown,yes
2481,97,admin,single,,unknown,yes,yes
2482,63,unknown,unknown,,unknown,yes,yes
2483,27,admin,single,,yes,yes,no
2484,80,admin,single,basic_4y,yes,unknown,yes
2485,81,unemployed,single,,yes,no,unknown
2486,72,admin,unknown,basic_9y,yes,yes,unknown
2487,60,admin,unknown,,yes,yes,yes
2488,82,unknown,unknown,basic_9y,yes,unknown,yes
2489,27,blue-collar,married,basic_4y,yes,unknown,yes
2490,27,admin,single,,no,no,yes
2491,24,unemployed,married,basic_9y,yes,unknown,unknown
2492,73,admin,single,,unknown,yes,unknown
2493,25,unemployed,single,basic_4y,unknown,yes,yes
2494,34,unemployed,single,,unknown,unknown,yes
2495,76,admin,single,,unknown,yes,yes
2496,54,blue-collar,single,basic_9y,yes,no,unknown
2497,88,unknown,single,basic_9y,yes,unknown,yes
2498,31,admin,married,,yes,no,no
2499,54,unknown,unknown,,yes,unknown,yes
2500,49,blue-collar,unknown,basic_9y,no,yes,yes
2501,73,unknown,married,basic_9y,yes,no,no
2502,70,unemployed,single,basic_4y,unknown,no,no
2503,30,blue-collar,single,basic_4y,yes,no,yes
2504,49,admin,unknown,basic_9y,yes,yes,yes
2505,76,blue-collar,married,,no,unknown,yes
2506,85,blue-collar,married,,yes,yes,no
2507,43,unemployed,married,basic_4y,no,unknown,yes
2508,38,unemployed,unknown,basic_9y,unknown,no,yes
2509,83,admin,unknown,,unknown,no,unknown
2510,98,admin,married,basic_9y,yes,yes,unknown
2511,19,unemployed,married,,yes,yes,yes
2512,66,unknown,unknown,,unknown,unknown,unknown
2513,51,blue-collar,single,basic_4y,yes,unknown,unknown
2514,28,unemployed,unknown,basic_9y,yes,unknown,yes
2515,57,blue-collar,married,,yes,unknown,unknown
2516,47,unknown,single,basic_4y,no,yes,unknown
2517,78,unknown,married,basic_9y,yes,no,no
2518,22,unknown,unknown,,yes,no,yes
2519,49,admin,single,basic_9y,unknown,no,no
2520,27,unknown,married,,no,unknown,no
2521,60,admin,single,,unknown,no,no
2522,81,blue-collar,married,basic_9y,unknown,yes,no
2523,81,admin,single,basic_4y,yes,unknown,unknown
2524,28,blue-collar,married,,no,unknown,no
2525,49,unknown,unknown,,unknown,yes,unknown
2526,75,admin,single,basic_9y,yes,unknown,yes
2527,29,admin,married,basic_4y,no,yes,no
2528,94,unknown,unknown,,no,no,no
2529,58,blue-collar,unknown,basic_4y,no,yes,unknown
2530,26,admin,married,,yes,unknown,no
2531,58,blue-collar,single,basic_4y,unknown,yes,unknown
2532,44,unknown,unknown,,yes,no,yes
2533,79,unemployed,unknown,basic_9y,yes,unknown,yes
2534,30,admin,married,basic_4y,unknown,no,unknown
2535,58,blue-collar,unknown,basic_9y,unknown,yes,unknown
2536,82,unknown,single,,unknown,unknown,no
2537,35,unemployed,single,basic_9y,no,yes,unknown
2538,82,unknown,single,basic_9y,no,yes,yes
2539,66,unemployed,married,basic_9y,no,unknown,unknown
2540,60,unknown,married,,yes,no,no
2541,57,admin,married,basic_9y,yes,no,unknown
2542,25,unknown,unknown,,yes,yes,unknown
2543,69,unknown,single,basic_9y,yes,unknown,no
2544,95,blue-collar,unknown,basic_9y,no,unknown,no
2545,63,blue-collar,married,basic_9y,no,yes,unknown
2546,38,blue-collar,unknown,basic_9y,yes,no,yes
2547,87,unemployed,unknown,basic_9y,yes,no,yes
2548,75,blue-collar,single,,yes,unknown,unknown
2549,85,blue-collar,unknown,,unknown,no,no
2550,59,unknown,unknown,,yes,no,no
2551,73,unemployed,married,basic_9y,no,unknown,no
2552,60,blue-collar,unknown,basic_4y,yes,yes,no
2553,49,blue-collar,single,basic_9y,no,unknown,no
2554,45,unemployed,unknown,basic_9y,yes,yes,yes
2555,46,unemployed,single,basic_9y,no,yes,unknown
2556,61,admin,single,basic_9y,yes,unknown,unknown
2557,72,admin,single,basic_9y,no,no,unknown
2558,56,blue-collar,married,basic_9y,unknown,yes,unknown
2559,31,unemployed,unknown,basic_9y,unknown,no,yes
2560,90,blue-collar,married,basic_9y,unknown,no,yes
2561,32,blue-collar,unknown,,no,no,no
2562,43,blue-collar,married,basic_9y,no,yes,unknown
2563,18,unemployed,married,basic_4y,yes,yes,no
2564,91,unknown,single,,no,no,unknown
2565,84,unknown,married,basic_9y,yes,yes,no
2566,91,unemployed,married,basic_4y,unknown,no,unknown
2567,31,blue-collar,single,basic_9y,unknown,no,no
2568,35,unemployed,married,,unknown,no,no
2569,50,unemployed,single,basic_9y,no,unknown,yes
2570,82,admin,unknown,,no,unknown,yes
2571,40,blue-collar,unknown,basic_4y,yes,no,unknown
2572,80,admin,married,basic_4y,no,no,unknown
2573,64,unknown,unknown,,yes,no,no
2574,57,unknown,unknown,,no,no,yes
2575,39,unknown,married,basic_4y,no,unknown,no
2576,41,admin,single,basic_9y,yes,yes,unknown
2577,63,blue-collar,married,,yes,no,yes
2578,24,blue-collar,unknown,basic_4y,yes,yes,no
2579,19,unknown,married,basic_4y,unknown,yes,unknown
2580,23,unemployed,single,basic_9y,unknown,unknown,yes
2581,26,blue-collar,unknown,basic_4y,no,no,no
2582,92,unemployed,single,basic_9y,yes,unknown,unknown
2583,50,admin,single,,no,yes,yes
2584,45,unemployed,married,basic_9y,no,unknown,yes
2585,81,unknown,single,basic_4y,no,no,unknown
2586,22,blue-collar,married,basic_9y,yes,unknown,yes
2587,88,unknown,married,,no,no,unknown
2588,86,unemployed,unknown,basic_4y,yes,no,unknown
2589,55,unemployed,married,basic_9y,no,unknown,yes
2590,90,admin,unknown,basic_9y,no,no,unknown
2591,46,admin,single,,no,yes,yes
